Nombre,Resumen Editorial,Tipo de Resumen,API Utilizada,Calificación,Total de Reseñas,Dirección,Teléfono,Latitud,Longitud,Distancia (km),URL de Google Maps,Sitio Web,Horarios,Nivel de Precios,Número de Fotos,Comentarios,Comentarios_Analizados,Sentimiento_Positivo,Sentimiento_Negativo,Sentimiento_Neutral,Porcentaje_Positivos,Porcentaje_Negativos,Porcentaje_Neutrales,Score_Sentimiento_Promedio,Categoria_Sentimiento,NPS_Score,NPS_Categoria
Taqueria El Super Taco,"Taqueria El Super Taco es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios muy económicos y 168 reseñas de clientes satisfechos.",Generado Automáticamente,Places API (Legacy),4.0,168.0,"Av. México Ajusco 13, Magdalena Petlacalco, Tlalpan, 14400 Ciudad de México, CDMX",,19.2325231,-99.1785618,6.85,https://maps.google.com/?cid=16073464445728694113,,"domingo: 12:00 a.m. – 12:00 p.m., 5:00 p.m. – 12:00 a.m.; lunes: 12:00 a.m. – 12:00 p.m., 5:00 p.m. – 12:00 a.m.; martes: 12:00 a.m. – 12:00 p.m.; miércoles: 5:00 p.m. – 12:00 a.m.; jueves: 12:00 a.m. – 12:00 p.m., 5:00 p.m. – 12:00 a.m.; viernes: 12:00 a.m. – 12:00 p.m., 5:00 p.m. – 12:00 a.m.; sábado: 12:00 a.m. – 12:00 p.m., 5:00 p.m. – 12:00 a.m.",$$,3,"Buenos precios y sobretodo muy serviciales recomendable | Personal muu amable con muy buen ambiente
Los tacos riquisimos
Precio accsesible | En mis primeras visitas todo muy bien. Pero específicamente en las últimas dos visitas pésimo servicio de la que supongo que es la encargada. Y mis tacos mal despachados. Después de todo al salir agradecí y me despedí y ni eso pudo hacer, algo que es tan fácil (Buenas noches). | Buen lugar para pasará cenar ya cierra un poco tarde y tiene variedad de comida no solo encuentras tacos, hay gorditas ya se con suadero, pastor etc. Tortas  de diferentes cosas | Buena taquería con gente muy linda y cordial , gracias por su siempre amable atención",5,3,1,1,60.0,20.0,20.0,0.4,Positivo,40.0,Bueno
Taqueria La Reyna del Sur,Taqueria La Reyna del Sur es una taquería excepcional con una excelente reputación entre los comensales. Cuenta con 181 reseñas de clientes satisfechos.,Generado Automáticamente,Places API (Legacy),4.6,181.0,"Cda. Emiliano Zapata, San Miguel Ajusco, Tlalpan, 14700 Ciudad de México, CDMX",,19.2223747,-99.2016231,8.97,https://maps.google.com/?cid=7163744110315139242,,domingo: 6:30–11:30 p.m.; lunes: 6:30–11:30 p.m.; martes: Cerrado; miércoles: 6:30–11:30 p.m.; jueves: 6:30–11:30 p.m.; viernes: 6:30–11:30 p.m.; sábado: 6:30–11:30 p.m.,,10,"Tacos con un sabor tradicional, tiene años que comemos en este lugar y la calidad sigue siendo excepcional. La salsa de tamarindo es el toque de distinción.

Felicidades por tan buenos taquitos. | La carne es muy rica y has bastantes opciones a pedir, el ambiente es muy bueno y ameno, sin embargo lo que realmente se lleva las palmas es la salsa de Tamarindo, la cual esta en su punto de dulzor y picor, personalmente recomiendo la costra de queso, muy buena. | Tacos con el toque tradicional de la casa, y no puede faltar la salsa de tamarindo que considero que hace la diferencia entre todos los del rumbo. | Limpio y muy buenos tacos. | Los tacos con buena carne aunque un tanto grasosos, el precio es $1-2 superior al promedio y la atención buena pero el ambiente aburrido.",5,4,0,1,80.0,0.0,20.0,0.783,Muy Positivo,80.0,Excelente
Taquería Los Gonzalez,"Taquería Los Gonzalez es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Cuenta con 108 reseñas de clientes satisfechos.",Generado Automáticamente,Places API (Legacy),4.1,108.0,"Volcán Fernandina, Temaxtitla, Tlalpan, 14429 Ciudad de México, CDMX",,19.2715488,-99.1822416,3.52,https://maps.google.com/?cid=1421768787357833705,,domingo: 5:00 p.m. – 12:00 a.m.; lunes: Cerrado; martes: 5:00 p.m. – 12:00 a.m.; miércoles: 5:00 p.m. – 12:00 a.m.; jueves: 5:00 p.m. – 12:00 a.m.; viernes: 5:00 p.m. – 12:00 a.m.; sábado: 5:00 p.m. – 12:00 a.m.,,2,"Local pequeño, pero los tacos tienen buen sabor. A las personas de ""buen diente"" siempre nos hará falta más carne y mayor tamaño. | Deliciosos, económicos, llenadores, con buen servicio, en zona neutral entre hornos, volcanes y tepe. Están en constante crecimiento y aún así no han subido el costo de los tacos desde que se pusieron. Es de esos puestos que llegaron para quedarse. | Antes eran mejores la verdad ya sirven menos carne y la calidad del producto decay de algo pasable a la mediocridad y esto paso por el cambio de personal. | Los tqcos de pastor saben muy simples la salsa es buena las bebidas normales servicio regular si no hay más que comer seria una opción aclaro no la mejor pero te quita el hambre | Cada día dan menos carne mejor pongan vendemos tortilla sudada que asco",5,4,0,1,80.0,0.0,20.0,0.8,Muy Positivo,80.0,Excelente
Taqueria La Guelaguetza,"Taqueria La Guelaguetza es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios muy económicos y 169 reseñas de clientes satisfechos.",Generado Automáticamente,Places API (Legacy),4.3,169.0,"Av. México Ajusco 10, Magdalena Petlacalco, Tlalpan, 14480 Ciudad de México, CDMX",,19.2327064,-99.1792752,6.86,https://maps.google.com/?cid=16464457213814442947,,domingo: 5:00 p.m. – 2:00 a.m.; lunes: Cerrado; martes: 5:00 p.m. – 1:00 a.m.; miércoles: 5:00 p.m. – 1:00 a.m.; jueves: 5:00 p.m. – 1:00 a.m.; viernes: 5:00 p.m. – 2:00 a.m.; sábado: 5:00 p.m. – 2:00 a.m.,$$,3,"Sin dudarlo los recomiendo muchísimo, son de los mejores tacos de pastor de todo el sur, si sabor ahumado y las tres salsas que tienen sin exquisitas. Yo paso a comer seguido por aquí | Excelentes tacos, precios y una amabilidad del personal, nuestra experiencia fue muy buena | Es un lugar donde comes delicioso, las salsas son lo máximo y en general todo es muy muy muy rico. Excelente servicio .Super recomendable para satisfacer tu hambre u antojó.  Felicidades | Es muy buena taqueria por lo regular yo voy unas 4 o 5 veces a la semana por que están muy ricos los tacos además tienen precios muy accesibles | Buen lugar para saciar tu antojo, excelente relación calidad/precio.
Lo único malo es que no hay sitio para estacionar.",5,5,0,0,100.0,0.0,0.0,1.0,Muy Positivo,100.0,Excelente
Taqueria Morales,Taqueria Morales se destaca por la calidad de sus tacos y el buen servicio al cliente.,Generado Automáticamente,Places API (Legacy),5.0,2.0,"Carr. Federal A Cuernavaca 7000, San Miguel Xicalco, Tlalpan, 14476 Ciudad de México, CDMX",55 3566 2376,19.2388617,-99.1600435,5.71,https://maps.google.com/?cid=15049652806521378706,,domingo: 1:00–9:00 p.m.; lunes: 1:00–11:00 p.m.; martes: 1:00–11:00 p.m.; miércoles: 1:00–11:00 p.m.; jueves: 1:00–11:00 p.m.; viernes: 1:00 p.m. – 12:48 a.m.; sábado: 1:00 p.m. – 12:48 a.m.,,1,Excelente sabor excelente atención y el café de olla espectacular | ,1,1,0,0,100.0,0.0,0.0,1.0,Muy Positivo,100.0,Excelente
Taqueria Las Delicias,Taqueria Las Delicias es conocida por ofrecer tacos de buen sabor a precios económicos. Destaca por sus precios muy económicos y 278 reseñas de clientes satisfechos.,Generado Automáticamente,Places API (Legacy),3.7,278.0,"Mayahuel, Lomas Altas de Padierna, Tlalpan, 14740 Ciudad de México, CDMX",,19.2736579,-99.2258763,7.66,https://maps.google.com/?cid=325906390588964835,,domingo: 3:00 p.m. – 3:00 a.m.; lunes: 3:00 p.m. – 3:00 a.m.; martes: 3:00 p.m. – 3:00 a.m.; miércoles: 3:00 p.m. – 3:00 a.m.; jueves: 3:00 p.m. – 3:00 a.m.; viernes: 3:00 p.m. – 3:00 a.m.; sábado: 3:00 p.m. – 3:00 a.m.,$$,10,"Pesimo servicio, no tienen limones, cilantro ni refrescos, el baño no tiene puerta ni mucho menos agua, solo tienen tacos de pastor y longaniza, los meseros demasiado lentos, burlones y si no les dejas propina se enojan cuando su servicio lo están ofreciendo mal. En mi opinión la peor taquería de la zona | Super agradecida la comida exquisita y buena atencion. Me encanta que tengan envio a domicilio y puedes pagar con tarjeta. La verdad regresaron con todo. Felicidades. | No me gustaron los tacos al pastor, los pedí para lleva y se resecaron mucho, aun cuando los calenté en comal no estaban buenos. Los de cabeza mas o menos. | Ayer fuí y pues la verdad dejan mucho que desear: para empezar,  no es posible que no tuvieran cilantro, muy cocida la carne y la longaniza dura, el lugar carece de limpieza, el mesero no escucha bien lo que se le pide y junto con los demás se ve que están en el chacoteo, cero ambiente... Y eso sin contar que no cuentan con ningún despachador de gel antibacterial 🙄🙄🙄 | Yo siempre e ido a este lugar con mi padre, pero el día de hoy 22 de junio, nos tocó la mala suerte, de que el producto fue un asco, las tortillas ya olían de muchos días en el congelador (echado a perder), la carne de suadero igual, la de pastor muy cruda, mi padre probó los tacos de pollo, le salieron demasiado huesos, se los dieron con todo y piel, lamentablemente nos tocó ver cómo lavaban los trastes, y los lavaban con agua ya demasiado sucia, lamentablemente a mi padre a mi, nos revolvió el estómago, y con mucho dolor de estómago y uno que otro vómito, por cierto, solo un cocinero usa cubrebocas, ni la camarera lo usaba.
No sé los recomiendo.",5,1,0,4,20.0,0.0,80.0,0.2,Positivo,20.0,Pasivo
"Taqueria ""Super Taco II""","Taqueria ""Super Taco II"" es una taquería local con buenas calificaciones que ofrece auténtica comida mexicana.",Generado Automáticamente,Places API (Legacy),3.8,19.0,"Mariano Escobedo, San Miguel Ajusco, Tlalpan, 14700 San Miguel Ajusco, CDMX",,19.2214665,-99.2010465,9.02,https://maps.google.com/?cid=1872482228222753943,,,,1,"Pedí una orden de campechanos y me trajeron de sudadero, les pedí que me los cambiaran y me empezaron a decir que yo era el culpable y que no pidiera cosas que no me iba comer, me amenazaron con poner la grabación yo accedí ya que no había echo nada malo,

Nunca me mostraron la grabación y al final solo dijeron, ya la pusimos en la bocina para que la escucharas, lo cual solo se escuchaba estática y nada claro | Amamos sus tacos y el servicio es muy amablemente | Los tacos de cabeza pedí de ojo y me dieron de nervio un taco de gordo no de ojo la verdad si ni conocen la pieza pregunten o enseñenles las piezas para q no confundan el ojo con algo más gracias | Tacos super delicioso, los mejores ❤️ | Están ricos, faltó el café pero bien.",5,3,1,1,60.0,20.0,20.0,0.4,Positivo,40.0,Bueno
Taquería la velita,"Taquería la velita es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios muy económicos y 371 reseñas de clientes satisfechos.",Generado Automáticamente,Places API (Legacy),4.4,371.0,"14000, Rinconada palma 1, San Andrés Totoltepec, Tlalpan, 14400 Ciudad de México, CDMX",56 1492 4109,19.2506693,-99.1689553,4.61,https://maps.google.com/?cid=12587356437590133511,,domingo: 1:30 p.m. – 1:00 a.m.; lunes: 3:00 p.m. – 12:00 a.m.; martes: Cerrado; miércoles: 3:00 p.m. – 12:00 a.m.; jueves: 3:00 p.m. – 12:00 a.m.; viernes: 2:00 p.m. – 12:00 a.m.; sábado: 1:30 p.m. – 1:00 a.m.,$$,10,"Acabo de comprar un alambre especial pero me pusieron un aguacate todo prieto las tortillas todas tiezas,  mal atendido parece que me van a regalar los tacos ,la verdad ya no es lo que eran antes que lastima, osea que crea fama y échate a dormir. | Muy ricos tacos, la carne en su mayoría tiene muy buen sabor y se disfrutan bastante. El queso es muy bueno. El precio es adecuado para las porciones.

El lugar es pequeño y cuando hay mucha gente llega a decaer el servicio, pero en general es una buena experiencia. | Te ponen más verdura que carne, antes estaban mejor bajo demasiado la calidad y el servicio 4/10 | Muchas ventajas: buen sabor, variedad de carne para tacos, además de tacos otros platillos (burritos, alambres, tortas) y muy ricas y picosas salsas.
Precio muy adecuado.
Lugar pequeño, pero se puede pedir para llevar y no se tardan en preparar.
Buena atención. | Me encanta su sazón!!!
Muy rico todo ...super recomendable !",5,4,0,1,80.0,0.0,20.0,0.8,Muy Positivo,80.0,Excelente
Rey Tacos,"Rey Tacos es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Cuenta con 305 reseñas de clientes satisfechos.",Generado Automáticamente,Places API (Legacy),4.4,305.0,"Avenida Cantera, Castro Brito 252, Cumbres de Tepetongo, Tlalpan, 14420 Ciudad de México, CDMX",55 1671 3285,19.2734655,-99.188549,3.97,https://maps.google.com/?cid=17491068635323056688,http://www.facebook.com/reytacosmx,domingo: 6:00 p.m. – 12:00 a.m.; lunes: 6:30 p.m. – 12:00 a.m.; martes: Cerrado; miércoles: 6:00 p.m. – 12:00 a.m.; jueves: 6:00 p.m. – 12:00 a.m.; viernes: 6:00 p.m. – 3:00 a.m.; sábado: 6:00 p.m. – 3:00 a.m.,,10,"Hemos venido aqui dos veces y la comida siempre esta increible. Sus tacos al pastor estan bien ricas, y no cuesta tanto. Las personsas quienes atiendan son muy amables.

Great food, great service, definitely recommend a stop here to eat if you visit Tlalpan. | De los mejores lugares para comer tacos, algunas combinaciones no están en menú pero puedes preguntar y en mi caso siempre me preparan como lo pido.  Es más caro que otras taquerias pero es un servicio agradable y un lugar limpio por lo que se entiende. | Siempre están de malas, si está lleno te dicen que prácticamente no te pueden atender(por su lentitud te dicen que llevan varias ordenes antes que las tuyas), si está vacío y pediste tus tacos te dicen ahorita salen pero si llega otra persona la atienden primero, le dan su orden y a ti ni te hacen caso con la que pediste minutos antes. En cuanto a lo que venden a veces el pastor o te lo queman o no lo cocinan bien, muy pocas veces me ha tocado bueno, la salsa nunca es del día me ha tocado hasta fría, las tortas no están mal. La verdad deja mucho que desear por el servicio y la actitud de los empleados. | Probamos casi de todos los tacos, todos estuvieron exquisitos el lugar es pequeño , la comida 10 de 10 precio calidad sin duda los recomiendo. | La comida increíble!!, y la atencion fantástica!!, excelente lugar para ir con familia o con los amigos!!",5,3,1,1,60.0,20.0,20.0,0.4,Positivo,40.0,Bueno
Taqueria los Pastorcitos,"Taqueria los Pastorcitos es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios muy económicos y 440 reseñas de clientes satisfechos.",Generado Automáticamente,Places API (Legacy),4.3,440.0,"Mayahuel, Lomas Altas de Padierna, Tlalpan, 14740 Ciudad de México, CDMX",55 7291 8370,19.2731137,-99.224321,7.51,https://maps.google.com/?cid=10153112393262480763,https://www.facebook.com/pastorcitos.pastorcitos.9,domingo: 4:00 p.m. – 1:00 a.m.; lunes: Cerrado; martes: Abierto las 24 horas; miércoles: 4:00 p.m. – 1:00 a.m.; jueves: 4:00 p.m. – 1:00 a.m.; viernes: 4:00 p.m. – 1:00 a.m.; sábado: 4:00 p.m. – 1:00 a.m.,$$,10,"Pésimo servicio a domicilio 3 horas para entregar una gordita, una quesadilla y 10 tacos, aparte llegaron completamente fríos pésimo. | Me encanta el lugar la comida es muy rica, solo que pido porfavor que mejoren su salsa verde me gusta mucho pero la suya no está buena | Los precios son vastante accesibles, la comida es buena, y la atención de los meseros es muy buena. Por lo generar es un poco concurrido. | Buen lugar para comer tacos, está limpio, hay suficiente personal por lo que es rápida la atención, en general todo está rico, hay postres, y los tacos solo cuestan $6.
Lo más importante es una empresa que aparte de consentir a sus clientes, brinda ayuda social con constantes visitas a casas de retiro o casa hogar, hospitales etc ...  llevando alimentos, animación, un rato agradable a personas que lo requieren, cada fin de curso escolar, premian  con tacos y refresco a los niños por sus buenas calificaciones. La atención de su propietario es muy buena. | Primera ves que pido para llevar. Y que se creen  los tacos de arriba Vien servidos y los de abajo . Muy casiquiados bueno   muy miserables   señores. Se los estamos comprando no pidiéndo de  gratis",5,4,1,0,80.0,20.0,0.0,0.6,Muy Positivo,60.0,Muy Bueno
Taquería El Güero,"Taquería El Güero es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios moderados y más de 748 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.4,748.0,"Yaquis 78, Tlalcoligia, Tlalpan, 14430 Ciudad de México, CDMX",55 5997 7203,19.2758238,-99.1718218,2.37,https://maps.google.com/?cid=5211816193873035634,,domingo: Cerrado; lunes: 2:00 p.m. – 12:00 a.m.; martes: 2:00 p.m. – 12:00 a.m.; miércoles: 2:00 p.m. – 12:00 a.m.; jueves: 2:00 p.m. – 12:00 a.m.; viernes: 2:00 p.m. – 12:00 a.m.; sábado: 2:00 p.m. – 12:00 a.m.,$$$,10,"Un lugar tranquilo y pasible, los tacos son los mejores de la zona y cuenta con atención rápida y amable, hay tacos de longaniza, bistec, campechano, de lenguaje, cabeza, de birria, etc. Tiene gran variedad de refrescos y para rematar la comida o cena venden ricos helados y Cuenta también con baño para los comensales. | Los tacos de al pastor son muy buenos, son estilo Jalisco. Están muy condimentados, recomendados. Aunque los demás dejan mucho que desear.
La salsa Roja tienen un toque a birria, casi no pica. | Todo excelente, los meseros sin ganas y de malas. En eso pueden mejorar | Los mejores tacos al pastor de la zona y por mucho.
Los tacos son grandes y las salsas muy ricas. El precio de cada taco lo vale, también la birria es muy buena.
Más de 15 años comiendo ahí y siempre con el mismo sabor. | Lo que comas en esta taquería es delicioso.
Y bastos a la hora de servir.",5,5,0,0,100.0,0.0,0.0,1.0,Muy Positivo,100.0,Excelente
